1337,0.6064516224304317
2give,0.6704680186856469
42-coin,0.635660302286551
808coin,0.6478680822484999
8bit,0.6483265699082554
abncoin,0.575757242320035
achain,1.0
acoin,0.6441434159395234
adzcoin,0.6436018924509634
aeon,0.6717946260490368
agrolifecoin,0.6492930715999807
aidos-kuneen,0.7369955980983935
allion,0.6550622224170011
allsafe,0.7493618857092836
ambercoin,0.6322398108841694
ammo-rewards,0.6192080886871147
amsterdamcoin,0.6587188466054732
anarchistsprime,0.6569273978470997
animecoin,0.6414601639251125
anoncoin,0.6338457614788398
antibitcoin,0.6575280159356502
antilitecoin,0.6677417555585796
applecoin,0.640222923099325
aquariuscoin,0.6758313211343825
arbit,0.6511281059478797
arcticcoin,0.6983603466982942
argentum,0.635153224244873
argus,0.6666330618798038
aricoin,0.6382370425026485
ark,0.714821527732088
artbyte,0.6513296983403183
artex-coin,0.6454056102585735
asch,0.6926233964683686
asiacoin,0.645906805645531
asiadigicoin,0.6093660950383151
asiccoin,0.6211603988559429
atbcoin,0.5815560537328872
atc-coin,0.6590859680587984
atmos,0.6476781171169212
atomic-coin,0.6792048722765684
audiocoin,0.6563078393822441
auroracoin,0.6453989815475609
aurumcoin,0.6609308750795901
axiom,0.6237415911657687
b3coin,0.6596514495940413
bata,0.6763724299860443
batcoin,0.6290622808566102
bbqcoin,0.6309639284025645
beatcoin,0.6633666037146757
beavercoin,0.6554574930032562
benjirolls,0.7083401609606195
berncash,0.659031845749747
betacoin,0.615065241993092
biblepay,0.6403739136545887
bigboobscoin,0.4397838514343486
bigup,0.6563285357642723
billarycoin,0.6575312794663142
biobar,0.6707197524843462
bipcoin,0.6573318850537611
bismuth,0.5330818112460856
bitbar,0.6378804675088909
bitbay,0.6625829823462948
bitbean,0.6553152705419654
bitcentavo,0.6131529739591011
bitcloud,0.7145568856967024
bitcoal,0.6377344928750015
bitcoin,0.6468610984831478
bitcoin-21,0.6767107596335145
bitcoin-cash,0.6442004634999123
bitcoin-planet,0.6085244380550172
bitcoin-plus,0.6587547464897845
bitcoin-scrypt,0.6396373863171003
bitcoindark,0.653847052666642
bitcoinfast,0.654771175527008
bitcoinz,0.8744358268481578
bitconnect,0.7445600919749824
bitcore,0.7001962701451858
bitcurrency,0.6566993702745025
bitdeal,0.678480080866813
bitgem,0.633657881943485
bitmark,0.6485950916339256
bitquark,0.6460551625418454
bitradio,0.6465135801961857
bitsend,0.665674948193564
bitshares,0.645682395579168
bitstar,0.6476900665264638
bitswift,0.6502223421202751
bittokens,0.6891847363207668
bitvolt,0.6292171245291363
bitz,0.6670231939124462
bitzeny,0.6521010816643309
blackcoin,0.6448386001815101
blackstar,0.6555517709705105
blakecoin,0.6385757141239026
blakestar,0.7204498022592887
blazecoin,0.6444565352346567
blitzcash,0.6592324509422129
blocknet,0.6657391203087399
bluecoin,0.6492410783006424
bnrtxcoin,0.5840992286238573
bolivarcoin,0.672468283034835
bongger,0.6040043952299703
boostcoin,0.6464354436862227
bottlecaps,0.6278660645164411
bowscoin,0.6581802340375404
braincoin,0.6354262296076221
breakout,0.6566495212494006
breakout-stake,0.656342140418211
briacoin,0.634331645826584
bridgecoin,0.5567597186214293
britcoin,0.6548209835957697
btctalkcoin,0.6566217396374827
bubble,0.6438310436327153
bumbacoin,0.6715148866432421
bunnycoin,0.6540251211997568
burst,0.6551238233936083
bytecent,0.6449206288886948
c-bit,0.6603399707968143
cabbage,0.6551240364433046
cachecoin,0.6354324811392962
cagecoin,0.657344603940524
californium,0.6634191920275703
caliphcoin,0.6297131285874837
campuscoin,0.5461425546457037
canada-ecoin,0.6590798908501518
cannabiscoin,0.6449278730282646
cannacoin,0.6458531091162782
cannation,0.6899181086346853
capricoin,0.6436078908488216
carboncoin,0.6541383798495626
cardano,0.6529862285411425
cashcoin,0.6298105052529637
casinocoin,0.6501095786672109
catcoin,0.6377101737876114
centurion,0.6742654449451546
chaincoin,0.682557490518686
chancoin,0.5925847547774203
chesscoin,0.6864268230341979
chips,0.541835941802707
chncoin,0.5308975850124491
chronos,0.6823019040343064
clams,0.6472574210759361
cloakcoin,0.6554826543483909
coinonat,0.6492107978267296
coinonatx,0.5777699193257093
colossuscoin-v2,0.6568794641353701
colossuscoinxt,0.5263213085762761
comet,0.6557723776716897
compcoin,0.6911628782815615
compucoin,0.6629327590636791
concoin,0.6614318228698177
condensate,0.706323673205091
corgicoin,0.6696466508348105
counterparty,0.6452002378264485
crave,0.6571369107504303
cream,0.62546121159246
creatio,0.6642912078457635
creativecoin,0.6403375173239059
credence-coin,-1.0
crevacoin,0.6147813563169979
crown,0.671553180718089
crtcoin,0.6330177835783379
cryptcoin,0.6448211525069041
crypto,0.6597120998173327
cryptocarbon,0.6250738161433744
cryptoescudo,0.6398396616956772
cryptojacks,0.6483869092170262
cryptonex,0.44498870634647725
cryptonite,0.6494452277538325
cubits,0.617464552918036
curecoin,0.648758594627002
cybcsec,0.4993208976101733
cybercoin,0.646349097508387
cycling-coin,0.5008146869050212
cypher,0.6521949116065335
dappster,0.6550756380438891
darsek,0.6528303068493677
das,0.5953265070654179
dash,0.6560974282314325
dashcoin,0.69745233446095
daxxcoin,0.49411821547604706
debitcoin,0.6728390620623721
decent,0.5986322069070216
decred,0.6688835160858873
deeponion,0.6201514919678641
deltacredits,0.6185379898421108
denarius,0.6083416365195071
destiny,0.6386110669646319
deutsche-emark,0.6386618722984088
devcoin,0.6324285797217519
diamond,0.6482127839078551
digibyte,0.6534058031051324
digicube,0.5870285642809359
digital-credits,0.6378341902313263
digital-rupees,0.61854595377029
digitalcoin,0.6386373745979985
digitalnote,0.6514736499762597
digitalprice,0.6503698347504443
dimecoin,0.6491463065419438
dinastycoin,0.652269641096328
dnotes,0.6492359549129765
dogecoin,0.6440837207584913
dollar-online,0.6675912372425086
dollarcoin,0.6617465321338583
donationcoin,0.6443327967480688
dopecoin,0.6538604727765445
dotcoin,0.6849922757886076
doubloon,0.6965574362150857
dpay,0.682540251928252
draftcoin,0.6504630423014364
dreamcoin,0.6422807608491934
droxne,0.6913229311215563
dubaicoin,0.6741583625068834
dynamic,0.6799678682397212
e-coin,0.6310579625268291
e-dinar-coin,0.5712656296677143
e-gulden,0.6491509599799892
earthcoin,0.6502420820583834
ebittree-coin,0.579154954293313
ecocoin,0.5547305136893728
ego,0.669666314081357
einsteinium,0.6573261884100883
elacoin,0.6204422828985996
elastic,0.6425890749178309
elcoin,0.6129173675353858
electra,0.528113520909768
electroneum,-0.11401628407376352
elementrem,0.6560818987877566
ellaism,0.6289431581990175
elysium,0.6414725393272767
embercoin,0.523827604589227
emercoin,0.6625450187559909
emoneypower,0.4397148965138633
energycoin,0.6652277246101774
enigma,0.6851096537179673
environ,0.5308404849847934
equitrader,0.6722398402124776
eryllium,0.6338520916312307
espers,0.7180246239799031
eternity,0.7079636250076071
ethereum,0.6739598166979
ethereum-classic,0.673034178995737
ethereum-dark,0.47484176688978263
eurocoin,0.6662609075423092
europecoin,0.6772994401487453
evergreencoin,0.6724344152532595
evil-coin,0.6722571330130962
evotion,0.6748156916498871
exclusivecoin,0.6643809074840279
expanse,0.6650377014854181
factom,0.6682700674434081
faircoin,0.6563079795067159
falcoin,0.08179018715634023
fantomcoin,0.6512424674536408
fastcoin,0.6413024018256692
feathercoin,0.6380666674434807
fedoracoin,0.6513678666536926
fimkrypto,0.6433173791397544
fincoin,0.5758828967776872
firecoin,0.6514045165533875
fireflycoin,0.6382323787412354
firstcoin,0.7008668089417964
flappycoin,0.6376472065514582
flavorcoin,0.6370315913806059
flaxscript,0.7224683437752226
florincoin,0.6533462356410211
fluttercoin,0.6374801802882029
flycoin,0.6423743572663254
fonziecoin,0.6692447286778869
footy-cash,0.7006345820034439
francs,0.6490162211614703
franko,0.6347223933141866
frazcoin,0.5129678828606283
freicoin,0.6353899642865197
fuelcoin,0.6411481008528677
fujicoin,0.662134571178026
fuzzballs,0.6626560113363826
gaia,0.6489729439810914
gambit,0.6746605165682193
gamebet-coin,0.6368865772053844
gamecredits,0.68276646682698
gameleaguecoin,0.541769603833417
gameunits,0.6404538699361775
ganjacoin,0.6581212605878051
gapcoin,0.6450997378667576
gbcgoldcoin,0.6255161124605979
gcoin,0.6549466187479478
geertcoin,0.66744404836992
geocoin,0.6573483628724384
geysercoin,0.41698039824312483
global-tour-coin,0.5837789915621916
globalboost-y,0.6463347101240375
globalcoin,0.6472773586055232
globaltoken,0.5988347436611423
goldblocks,0.653219658157898
goldcoin,0.6472928451761861
goldpieces,0.6507472528132121
goldreserve,0.6511939563550371
golos,0.668330319535759
gpu-coin,0.6617214338795419
grantcoin,0.6546760827042595
greencoin,0.6493775449314823
gridcoin,0.6571037174983276
grimcoin,0.6410754630381457
groestlcoin,0.6572305774562328
guccionecoin,0.6670320018889273
gulden,0.6585671416174828
guncoin,0.6441911528769968
gxshares,0.6500947600635318
halcyon,0.6430120159911885
happycoin,0.695596955794298
harmonycoin,0.4316717446861591
healthywormcoin,0.5795164546718266
helleniccoin,0.6487440390619892
hempcoin,0.655358523149739
hexx,0.6599302032508279
hicoin,0.6252709728893242
high-voltage,0.6567342106275165
hitcoin,0.6308279340700149
